pair_index,c,d,shift,target_survival_count,target_survival_frequency,h_-720_persistent_covered,h_-720_survival_count,h_-720_survival_frequency,h_-360_persistent_covered,h_-360_survival_count,h_-360_survival_frequency,h_0_persistent_covered,h_0_survival_count,h_0_survival_frequency,h_360_persistent_covered,h_360_survival_count,h_360_survival_frequency,h_720_persistent_covered,h_720_survival_count,h_720_survival_frequency,mean_control_frequency_numerator,mean_control_frequency_denominator,mean_control_frequency_decimal,target_minus_mean_control_frequency_numerator,target_minus_mean_control_frequency_denominator,target_minus_mean_control_frequency_decimal,rank_target_survival_frequency,rank_target_excess_above_control_mean,rank_target_deficit_below_control_mean
250,14,12,248923594,67,0.260700389105058365758754863813,0,70,0.272373540856031128404669260700,1,0,0,0,67,0.260700389105058365758754863813,0,65,0.252918287937743190661478599222,0,61,0.237354085603112840466926070039,196,1028,0.190661478599221789883268482490,18,257,0.0700389105058365758754863813230,62,81,327
251,14,13,1225486094,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,323,248,192
252,14,14,6108298594,0,0,0,63,0.245136186770428015564202334630,0,72,0.280155642023346303501945525292,1,0,0,0,70,0.272373540856031128404669260700,0,66,0.256809338521400778210116731518,271,1028,0.263618677042801556420233463035,-271,1028,-0.263618677042801556420233463035,324,401,8
253,14,15,30522361094,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,325,249,193
254,14,16,152592673594,64,0.249027237354085603112840466926,0,65,0.252918287937743190661478599222,0,64,0.249027237354085603112840466926,0,64,0.249027237354085603112840466926,0,78,0.303501945525291828793774319066,0,69,0.268482490272373540856031128405,276,1028,0.268482490272373540856031128405,-5,257,-0.0194552529182879377431906614786,96,322,86
255,15,0,14348908,56,0.217898832684824902723735408560,1,0,0,0,54,0.210116731517509727626459143969,0,56,0.217898832684824902723735408560,1,0,0,1,0,0,54,1028,0.0525291828793774319066147859922,85,514,0.165369649805447470817120622568,158,4,404
256,15,1,14348912,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,326,250,194
257,15,2,14348932,67,0.260700389105058365758754863813,1,0,0,1,0,0,0,67,0.260700389105058365758754863813,0,62,0.241245136186770428015564202335,0,63,0.245136186770428015564202334630,125,1028,0.121595330739299610894941634241,143,1028,0.139105058365758754863813229572,63,13,394
258,15,3,14349032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,327,251,195
259,15,4,14349532,66,0.256809338521400778210116731518,0,55,0.214007782101167315175097276265,0,68,0.264591439688715953307392996109,0,66,0.256809338521400778210116731518,0,66,0.256809338521400778210116731518,0,71,0.276264591439688715953307392996,260,1028,0.252918287937743190661478599222,1,257,0.00389105058365758754863813229572,73,155,253
260,15,5,14352032,56,0.217898832684824902723735408560,0,54,0.210116731517509727626459143969,0,53,0.206225680933852140077821011673,0,56,0.217898832684824902723735408560,1,0,0,1,0,0,107,1028,0.104085603112840466926070038911,117,1028,0.113813229571984435797665369650,159,27,381
261,15,6,14364532,74,0.287937743190661478599221789883,1,0,0,0,70,0.272373540856031128404669260700,0,74,0.287937743190661478599221789883,0,70,0.272373540856031128404669260700,0,61,0.237354085603112840466926070039,201,1028,0.195525291828793774319066147860,95,1028,0.0924124513618677042801556420233,6,44,365
262,15,7,14427032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,328,252,196
263,15,8,14739532,64,0.249027237354085603112840466926,0,73,0.284046692607003891050583657588,1,0,0,0,64,0.249027237354085603112840466926,1,0,0,1,0,0,73,1028,0.0710116731517509727626459143969,183,1028,0.178015564202334630350194552529,97,3,405
264,15,9,16302032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,329,253,197
265,15,10,24114532,0,0,0,71,0.276264591439688715953307392996,0,63,0.245136186770428015564202334630,1,0,0,0,68,0.264591439688715953307392996109,1,0,0,202,1028,0.196498054474708171206225680934,-101,514,-0.196498054474708171206225680934,330,367,40
266,15,11,63177032,53,0.206225680933852140077821011673,0,56,0.217898832684824902723735408560,0,47,0.182879377431906614785992217899,0,53,0.206225680933852140077821011673,0,53,0.206225680933852140077821011673,0,54,0.210116731517509727626459143969,210,1028,0.204280155642023346303501945525,1,514,0.00194552529182879377431906614786,166,158,250
267,15,12,258489532,70,0.272373540856031128404669260700,1,0,0,0,63,0.245136186770428015564202334630,0,70,0.272373540856031128404669260700,0,66,0.256809338521400778210116731518,0,69,0.268482490272373540856031128405,198,1028,0.192607003891050583657587548638,41,514,0.0797665369649805447470817120623,32,62,345
268,15,13,1235052032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,331,254,198
269,15,14,6117864532,71,0.276264591439688715953307392996,0,70,0.272373540856031128404669260700,1,0,0,0,71,0.276264591439688715953307392996,0,70,0.272373540856031128404669260700,0,64,0.249027237354085603112840466926,204,1028,0.198443579766536964980544747082,20,257,0.0778210116731517509727626459144,24,67,341
270,15,15,30531927032,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,332,255,199
271,15,16,152602239532,66,0.256809338521400778210116731518,0,75,0.291828793774319066147859922179,0,67,0.260700389105058365758754863813,0,66,0.256809338521400778210116731518,0,66,0.256809338521400778210116731518,0,67,0.260700389105058365758754863813,275,1028,0.267509727626459143968871595331,-11,1028,-0.0107003891050583657587548638132,74,315,93
272,16,0,43046722,63,0.245136186770428015564202334630,1,0,0,0,63,0.245136186770428015564202334630,0,63,0.245136186770428015564202334630,0,62,0.241245136186770428015564202335,0,63,0.245136186770428015564202334630,188,1028,0.182879377431906614785992217899,16,257,0.0622568093385214007782101167315,105,90,319
273,16,1,43046726,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,333,256,200
274,16,2,43046746,74,0.287937743190661478599221789883,0,66,0.256809338521400778210116731518,0,76,0.295719844357976653696498054475,0,74,0.287937743190661478599221789883,0,70,0.272373540856031128404669260700,0,67,0.260700389105058365758754863813,279,1028,0.271400778210116731517509727626,17,1028,0.0165369649805447470817120622568,7,144,263
275,16,3,43046846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,334,257,201
276,16,4,43047346,0,0,0,71,0.276264591439688715953307392996,0,66,0.256809338521400778210116731518,1,0,0,0,68,0.264591439688715953307392996109,0,70,0.272373540856031128404669260700,275,1028,0.267509727626459143968871595331,-275,1028,-0.267509727626459143968871595331,335,404,5
277,16,5,43049846,50,0.194552529182879377431906614786,1,0,0,0,53,0.206225680933852140077821011673,0,50,0.194552529182879377431906614786,0,49,0.190661478599221789883268482490,0,46,0.178988326848249027237354085603,148,1028,0.143968871595330739299610894942,13,257,0.0505836575875486381322957198444,177,107,299
278,16,6,43062346,0,0,0,68,0.264591439688715953307392996109,0,56,0.217898832684824902723735408560,1,0,0,0,64,0.249027237354085603112840466926,1,0,0,188,1028,0.182879377431906614785992217899,-47,257,-0.182879377431906614785992217899,336,349,58
279,16,7,43124846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,337,258,202
280,16,8,43437346,75,0.291828793774319066147859922179,0,66,0.256809338521400778210116731518,1,0,0,0,75,0.291828793774319066147859922179,0,75,0.291828793774319066147859922179,0,63,0.245136186770428015564202334630,204,1028,0.198443579766536964980544747082,24,257,0.0933852140077821011673151750973,4,42,367
281,16,9,44999846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,338,259,203
282,16,10,52812346,0,0,0,69,0.268482490272373540856031128405,0,58,0.225680933852140077821011673152,1,0,0,0,76,0.295719844357976653696498054475,0,62,0.241245136186770428015564202335,265,1028,0.257782101167315175097276264591,-265,1028,-0.257782101167315175097276264591,339,393,14
283,16,11,91874846,0,0,1,0,0,0,60,0.233463035019455252918287937743,1,0,0,0,53,0.206225680933852140077821011673,0,47,0.182879377431906614785992217899,160,1028,0.155642023346303501945525291829,-40,257,-0.155642023346303501945525291829,340,340,68
284,16,12,287187346,65,0.252918287937743190661478599222,0,68,0.264591439688715953307392996109,0,67,0.260700389105058365758754863813,0,65,0.252918287937743190661478599222,0,66,0.256809338521400778210116731518,1,0,0,201,1028,0.195525291828793774319066147860,59,1028,0.0573929961089494163424124513619,88,97,310
285,16,13,1263749846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,341,260,204
286,16,14,6146562346,66,0.256809338521400778210116731518,0,72,0.280155642023346303501945525292,0,67,0.260700389105058365758754863813,0,66,0.256809338521400778210116731518,0,64,0.249027237354085603112840466926,0,62,0.241245136186770428015564202335,265,1028,0.257782101167315175097276264591,-1,1028,-0.000972762645914396887159533073930,75,304,104
287,16,15,30560624846,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,342,261,205
288,16,16,152630937346,0,0,0,62,0.241245136186770428015564202335,0,66,0.256809338521400778210116731518,1,0,0,0,61,0.237354085603112840466926070039,0,63,0.245136186770428015564202334630,252,1028,0.245136186770428015564202334630,-63,257,-0.245136186770428015564202334630,343,381,27
289,17,0,129140164,0,0,0,53,0.206225680933852140077821011673,0,60,0.233463035019455252918287937743,1,0,0,0,73,0.284046692607003891050583657588,0,67,0.260700389105058365758754863813,253,1028,0.246108949416342412451361867704,-253,1028,-0.246108949416342412451361867704,344,383,26
290,17,1,129140168,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,345,262,206
291,17,2,129140188,59,0.229571984435797665369649805447,0,64,0.249027237354085603112840466926,0,69,0.268482490272373540856031128405,0,59,0.229571984435797665369649805447,1,0,0,0,62,0.241245136186770428015564202335,195,1028,0.189688715953307392996108949416,41,1028,0.0398832684824902723735408560311,144,127,283
292,17,3,129140288,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,346,263,207
293,17,4,129140788,68,0.264591439688715953307392996109,1,0,0,0,58,0.225680933852140077821011673152,0,68,0.264591439688715953307392996109,0,69,0.268482490272373540856031128405,0,63,0.245136186770428015564202334630,190,1028,0.184824902723735408560311284047,41,514,0.0797665369649805447470817120623,52,63,346
294,17,5,129143288,53,0.206225680933852140077821011673,0,56,0.217898832684824902723735408560,0,55,0.214007782101167315175097276265,0,53,0.206225680933852140077821011673,1,0,0,0,49,0.190661478599221789883268482490,160,1028,0.155642023346303501945525291829,13,257,0.0505836575875486381322957198444,167,108,300
295,17,6,129155788,0,0,1,0,0,0,66,0.256809338521400778210116731518,1,0,0,0,61,0.237354085603112840466926070039,0,63,0.245136186770428015564202334630,190,1028,0.184824902723735408560311284047,-95,514,-0.184824902723735408560311284047,347,353,54
296,17,7,129218288,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,348,264,208
297,17,8,129530788,63,0.245136186770428015564202334630,0,70,0.272373540856031128404669260700,0,61,0.237354085603112840466926070039,0,63,0.245136186770428015564202334630,1,0,0,1,0,0,131,1028,0.127431906614785992217898832685,121,1028,0.117704280155642023346303501946,106,26,383
298,17,9,131093288,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,349,265,209
299,17,10,138905788,70,0.272373540856031128404669260700,1,0,0,0,61,0.237354085603112840466926070039,0,70,0.272373540856031128404669260700,0,62,0.241245136186770428015564202335,0,69,0.268482490272373540856031128405,192,1028,0.186770428015564202334630350195,22,257,0.0856031128404669260700389105058,33,54,356
300,17,11,177968288,51,0.198443579766536964980544747082,1,0,0,0,51,0.198443579766536964980544747082,0,51,0.198443579766536964980544747082,0,52,0.202334630350194552529182879377,0,54,0.210116731517509727626459143969,157,1028,0.152723735408560311284046692607,47,1028,0.0457198443579766536964980544747,172,117,293
301,17,12,373280788,0,0,0,64,0.249027237354085603112840466926,0,64,0.249027237354085603112840466926,1,0,0,0,71,0.276264591439688715953307392996,0,63,0.245136186770428015564202334630,262,1028,0.254863813229571984435797665370,-131,514,-0.254863813229571984435797665370,350,391,17
302,17,13,1349843288,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,351,266,210
303,17,14,6232655788,68,0.264591439688715953307392996109,0,61,0.237354085603112840466926070039,1,0,0,0,68,0.264591439688715953307392996109,1,0,0,0,66,0.256809338521400778210116731518,127,1028,0.123540856031128404669260700389,145,1028,0.141050583657587548638132295720,53,11,397
304,17,15,30646718288,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,352,267,211
305,17,16,152717030788,66,0.256809338521400778210116731518,1,0,0,0,72,0.280155642023346303501945525292,0,66,0.256809338521400778210116731518,0,64,0.249027237354085603112840466926,0,71,0.276264591439688715953307392996,207,1028,0.201361867704280155642023346304,57,1028,0.0554474708171206225680933852140,76,100,308
306,18,0,387420490,74,0.287937743190661478599221789883,0,61,0.237354085603112840466926070039,0,66,0.256809338521400778210116731518,0,74,0.287937743190661478599221789883,1,0,0,0,72,0.280155642023346303501945525292,199,1028,0.193579766536964980544747081712,97,1028,0.0943579766536964980544747081712,8,38,369
307,18,1,387420494,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,353,268,212
308,18,2,387420514,0,0,0,75,0.291828793774319066147859922179,0,68,0.264591439688715953307392996109,1,0,0,0,59,0.229571984435797665369649805447,1,0,0,202,1028,0.196498054474708171206225680934,-101,514,-0.196498054474708171206225680934,354,368,41
309,18,3,387420614,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,355,269,213
310,18,4,387421114,66,0.256809338521400778210116731518,1,0,0,1,0,0,0,66,0.256809338521400778210116731518,0,58,0.225680933852140077821011673152,0,65,0.252918287937743190661478599222,123,1028,0.119649805447470817120622568093,141,1028,0.137159533073929961089494163424,77,16,392
311,18,5,387423614,55,0.214007782101167315175097276265,0,53,0.206225680933852140077821011673,0,52,0.202334630350194552529182879377,0,55,0.214007782101167315175097276265,0,54,0.210116731517509727626459143969,0,59,0.229571984435797665369649805447,218,1028,0.212062256809338521400778210117,1,514,0.00194552529182879377431906614786,161,159,251
312,18,6,387436114,54,0.210116731517509727626459143969,0,67,0.260700389105058365758754863813,0,69,0.268482490272373540856031128405,0,54,0.210116731517509727626459143969,1,0,0,0,66,0.256809338521400778210116731518,202,1028,0.196498054474708171206225680934,7,514,0.0136186770428015564202334630350,164,148,260
313,18,7,387498614,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,356,270,214
314,18,8,387811114,63,0.245136186770428015564202334630,0,71,0.276264591439688715953307392996,0,72,0.280155642023346303501945525292,0,63,0.245136186770428015564202334630,0,68,0.264591439688715953307392996109,0,70,0.272373540856031128404669260700,281,1028,0.273346303501945525291828793774,-29,1028,-0.0282101167315175097276264591440,107,325,82
315,18,9,389373614,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,357,271,215
316,18,10,397186114,66,0.256809338521400778210116731518,0,72,0.280155642023346303501945525292,1,0,0,0,66,0.256809338521400778210116731518,0,68,0.264591439688715953307392996109,0,69,0.268482490272373540856031128405,209,1028,0.203307392996108949416342412451,55,1028,0.0535019455252918287937743190661,78,104,306
317,18,11,436248614,59,0.229571984435797665369649805447,0,60,0.233463035019455252918287937743,0,55,0.214007782101167315175097276265,0,59,0.229571984435797665369649805447,0,54,0.210116731517509727626459143969,0,50,0.194552529182879377431906614786,219,1028,0.213035019455252918287937743191,17,1028,0.0165369649805447470817120622568,145,145,264
318,18,12,631561114,0,0,0,66,0.256809338521400778210116731518,0,60,0.233463035019455252918287937743,1,0,0,1,0,0,0,67,0.260700389105058365758754863813,193,1028,0.187743190661478599221789883268,-193,1028,-0.187743190661478599221789883268,358,360,50
319,18,13,1608123614,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,359,272,216
320,18,14,6490936114,73,0.284046692607003891050583657588,1,0,0,0,59,0.229571984435797665369649805447,0,73,0.284046692607003891050583657588,0,66,0.256809338521400778210116731518,1,0,0,125,1028,0.121595330739299610894941634241,167,1028,0.162451361867704280155642023346,14,5,403
321,18,15,30904998614,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,360,273,217
322,18,16,152975311114,69,0.268482490272373540856031128405,0,66,0.256809338521400778210116731518,1,0,0,0,69,0.268482490272373540856031128405,0,67,0.260700389105058365758754863813,1,0,0,133,1028,0.129377431906614785992217898833,143,1028,0.139105058365758754863813229572,44,14,395
323,19,0,1162261468,70,0.272373540856031128404669260700,0,67,0.260700389105058365758754863813,0,62,0.241245136186770428015564202335,0,70,0.272373540856031128404669260700,1,0,0,0,58,0.225680933852140077821011673152,187,1028,0.181906614785992217898832684825,93,1028,0.0904669260700389105058365758755,34,49,361
324,19,1,1162261472,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,361,274,218
325,19,2,1162261492,69,0.268482490272373540856031128405,1,0,0,0,67,0.260700389105058365758754863813,0,69,0.268482490272373540856031128405,0,66,0.256809338521400778210116731518,0,63,0.245136186770428015564202334630,196,1028,0.190661478599221789883268482490,20,257,0.0778210116731517509727626459144,45,68,342
326,19,3,1162261592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,362,275,219
327,19,4,1162262092,65,0.252918287937743190661478599222,0,66,0.256809338521400778210116731518,0,60,0.233463035019455252918287937743,0,65,0.252918287937743190661478599222,0,73,0.284046692607003891050583657588,1,0,0,199,1028,0.193579766536964980544747081712,61,1028,0.0593385214007782101167315175097,89,94,317
328,19,5,1162264592,0,0,0,52,0.202334630350194552529182879377,0,55,0.214007782101167315175097276265,1,0,0,1,0,0,0,58,0.225680933852140077821011673152,165,1028,0.160505836575875486381322957198,-165,1028,-0.160505836575875486381322957198,363,342,66
329,19,6,1162277092,64,0.249027237354085603112840466926,1,0,0,0,59,0.229571984435797665369649805447,0,64,0.249027237354085603112840466926,0,78,0.303501945525291828793774319066,0,72,0.280155642023346303501945525292,209,1028,0.203307392996108949416342412451,47,1028,0.0457198443579766536964980544747,98,118,294
330,19,7,1162339592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,364,276,220
331,19,8,1162652092,0,0,1,0,0,0,60,0.233463035019455252918287937743,1,0,0,0,65,0.252918287937743190661478599222,0,63,0.245136186770428015564202334630,188,1028,0.182879377431906614785992217899,-47,257,-0.182879377431906614785992217899,365,350,59
332,19,9,1164214592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,366,277,221
333,19,10,1172027092,67,0.260700389105058365758754863813,0,67,0.260700389105058365758754863813,0,67,0.260700389105058365758754863813,0,67,0.260700389105058365758754863813,1,0,0,1,0,0,134,1028,0.130350194552529182879377431907,67,514,0.130350194552529182879377431907,64,19,390
334,19,11,1211089592,0,0,0,59,0.229571984435797665369649805447,0,49,0.190661478599221789883268482490,1,0,0,0,59,0.229571984435797665369649805447,0,54,0.210116731517509727626459143969,221,1028,0.214980544747081712062256809339,-221,1028,-0.214980544747081712062256809339,367,378,30
335,19,12,1406402092,61,0.237354085603112840466926070039,0,61,0.237354085603112840466926070039,0,70,0.272373540856031128404669260700,0,61,0.237354085603112840466926070039,0,74,0.287937743190661478599221789883,0,70,0.272373540856031128404669260700,275,1028,0.267509727626459143968871595331,-31,1028,-0.0301556420233463035019455252918,125,330,78
336,19,13,2382964592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,368,278,222
337,19,14,7265777092,66,0.256809338521400778210116731518,0,59,0.229571984435797665369649805447,0,61,0.237354085603112840466926070039,0,66,0.256809338521400778210116731518,0,74,0.287937743190661478599221789883,0,73,0.284046692607003891050583657588,267,1028,0.259727626459143968871595330739,-3,1028,-0.00291828793774319066147859922179,79,307,102
338,19,15,31679839592,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,369,279,223
339,19,16,153750152092,69,0.268482490272373540856031128405,0,72,0.280155642023346303501945525292,0,65,0.252918287937743190661478599222,0,69,0.268482490272373540856031128405,0,67,0.260700389105058365758754863813,1,0,0,204,1028,0.198443579766536964980544747082,18,257,0.0700389105058365758754863813230,46,82,328
340,20,0,3486784402,61,0.237354085603112840466926070039,0,61,0.237354085603112840466926070039,1,0,0,0,61,0.237354085603112840466926070039,0,67,0.260700389105058365758754863813,1,0,0,128,1028,0.124513618677042801556420233463,29,257,0.112840466926070038910505836576,126,29,380
341,20,1,3486784406,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,370,280,224
342,20,2,3486784426,58,0.225680933852140077821011673152,0,69,0.268482490272373540856031128405,0,64,0.249027237354085603112840466926,0,58,0.225680933852140077821011673152,0,65,0.252918287937743190661478599222,0,65,0.252918287937743190661478599222,263,1028,0.255836575875486381322957198444,-31,1028,-0.0301556420233463035019455252918,150,331,79
343,20,3,3486784526,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,371,281,225
344,20,4,3486785026,58,0.225680933852140077821011673152,0,65,0.252918287937743190661478599222,0,65,0.252918287937743190661478599222,0,58,0.225680933852140077821011673152,0,67,0.260700389105058365758754863813,0,68,0.264591439688715953307392996109,265,1028,0.257782101167315175097276264591,-33,1028,-0.0321011673151750972762645914397,151,332,76
345,20,5,3486787526,53,0.206225680933852140077821011673,0,56,0.217898832684824902723735408560,0,50,0.194552529182879377431906614786,0,53,0.206225680933852140077821011673,0,47,0.182879377431906614785992217899,1,0,0,153,1028,0.148832684824902723735408560311,59,1028,0.0573929961089494163424124513619,168,98,311
346,20,6,3486800026,69,0.268482490272373540856031128405,0,68,0.264591439688715953307392996109,1,0,0,0,69,0.268482490272373540856031128405,0,60,0.233463035019455252918287937743,0,64,0.249027237354085603112840466926,192,1028,0.186770428015564202334630350195,21,257,0.0817120622568093385214007782101,47,59,351
347,20,7,3486862526,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,372,282,226
348,20,8,3487175026,0,0,0,62,0.241245136186770428015564202335,0,66,0.256809338521400778210116731518,1,0,0,1,0,0,0,53,0.206225680933852140077821011673,181,1028,0.176070038910505836575875486381,-181,1028,-0.176070038910505836575875486381,373,345,63
349,20,9,3488737526,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,374,283,227
350,20,10,3496550026,57,0.221789883268482490272373540856,0,72,0.280155642023346303501945525292,0,64,0.249027237354085603112840466926,0,57,0.221789883268482490272373540856,0,67,0.260700389105058365758754863813,1,0,0,203,1028,0.197470817120622568093385214008,25,1028,0.0243190661478599221789883268482,155,142,267
351,20,11,3535612526,49,0.190661478599221789883268482490,0,55,0.214007782101167315175097276265,0,46,0.178988326848249027237354085603,0,49,0.190661478599221789883268482490,0,60,0.233463035019455252918287937743,1,0,0,161,1028,0.156614785992217898832684824903,35,1028,0.0340466926070038910505836575875,180,133,275
352,20,12,3730925026,71,0.276264591439688715953307392996,0,68,0.264591439688715953307392996109,1,0,0,0,71,0.276264591439688715953307392996,1,0,0,0,69,0.268482490272373540856031128405,137,1028,0.133268482490272373540856031128,147,1028,0.142996108949416342412451361868,25,10,398
353,20,13,4707487526,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,375,284,228
354,20,14,9590300026,0,0,0,58,0.225680933852140077821011673152,0,83,0.322957198443579766536964980545,1,0,0,0,73,0.284046692607003891050583657588,0,73,0.284046692607003891050583657588,287,1028,0.279182879377431906614785992218,-287,1028,-0.279182879377431906614785992218,376,407,1
355,20,15,34004362526,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,377,285,229
356,20,16,156074675026,0,0,0,66,0.256809338521400778210116731518,0,66,0.256809338521400778210116731518,1,0,0,0,67,0.260700389105058365758754863813,0,70,0.272373540856031128404669260700,269,1028,0.261673151750972762645914396887,-269,1028,-0.261673151750972762645914396887,378,399,9
357,21,0,10460353204,54,0.210116731517509727626459143969,1,0,0,0,69,0.268482490272373540856031128405,0,54,0.210116731517509727626459143969,0,67,0.260700389105058365758754863813,0,75,0.291828793774319066147859922179,211,1028,0.205252918287937743190661478599,5,1028,0.00486381322957198443579766536965,165,154,254
358,21,1,10460353208,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,379,286,230
359,21,2,10460353228,62,0.241245136186770428015564202335,0,63,0.245136186770428015564202334630,0,74,0.287937743190661478599221789883,0,62,0.241245136186770428015564202335,0,64,0.249027237354085603112840466926,0,76,0.295719844357976653696498054475,277,1028,0.269455252918287937743190661479,-29,1028,-0.0282101167315175097276264591440,117,326,83
360,21,3,10460353328,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,380,287,231
361,21,4,10460353828,70,0.272373540856031128404669260700,0,72,0.280155642023346303501945525292,0,60,0.233463035019455252918287937743,0,70,0.272373540856031128404669260700,0,66,0.256809338521400778210116731518,0,56,0.217898832684824902723735408560,254,1028,0.247081712062256809338521400778,13,514,0.0252918287937743190661478599222,35,140,268
362,21,5,10460356328,50,0.194552529182879377431906614786,0,50,0.194552529182879377431906614786,0,53,0.206225680933852140077821011673,0,50,0.194552529182879377431906614786,1,0,0,1,0,0,103,1028,0.100194552529182879377431906615,97,1028,0.0943579766536964980544747081712,178,39,370
363,21,6,10460368828,0,0,1,0,0,0,58,0.225680933852140077821011673152,1,0,0,0,65,0.252918287937743190661478599222,0,67,0.260700389105058365758754863813,190,1028,0.184824902723735408560311284047,-95,514,-0.184824902723735408560311284047,381,354,55
364,21,7,10460431328,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,382,288,232
365,21,8,10460743828,70,0.272373540856031128404669260700,0,61,0.237354085603112840466926070039,1,0,0,0,70,0.272373540856031128404669260700,0,57,0.221789883268482490272373540856,0,71,0.276264591439688715953307392996,189,1028,0.183852140077821011673151750973,91,1028,0.0885214007782101167315175097276,36,50,358
366,21,9,10462306328,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,383,289,233
367,21,10,10470118828,71,0.276264591439688715953307392996,0,69,0.268482490272373540856031128405,0,63,0.245136186770428015564202334630,0,71,0.276264591439688715953307392996,0,71,0.276264591439688715953307392996,0,72,0.280155642023346303501945525292,275,1028,0.267509727626459143968871595331,9,1028,0.00875486381322957198443579766537,26,152,256
368,21,11,10509181328,0,0,0,52,0.202334630350194552529182879377,0,45,0.175097276264591439688715953307,1,0,0,1,0,0,0,61,0.237354085603112840466926070039,158,1028,0.153696498054474708171206225681,-79,514,-0.153696498054474708171206225681,384,339,69
369,21,12,10704493828,68,0.264591439688715953307392996109,1,0,0,0,66,0.256809338521400778210116731518,0,68,0.264591439688715953307392996109,0,61,0.237354085603112840466926070039,0,67,0.260700389105058365758754863813,194,1028,0.188715953307392996108949416342,39,514,0.0758754863813229571984435797665,54,72,337
370,21,13,11681056328,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,385,290,234
371,21,14,16563868828,0,0,0,68,0.264591439688715953307392996109,1,0,0,1,0,0,0,57,0.221789883268482490272373540856,0,64,0.249027237354085603112840466926,189,1028,0.183852140077821011673151750973,-189,1028,-0.183852140077821011673151750973,386,352,57
