pair_index,c,d,shift,target_survival_count,target_survival_frequency,h_-720_persistent_covered,h_-720_survival_count,h_-720_survival_frequency,h_-360_persistent_covered,h_-360_survival_count,h_-360_survival_frequency,h_0_persistent_covered,h_0_survival_count,h_0_survival_frequency,h_360_persistent_covered,h_360_survival_count,h_360_survival_frequency,h_720_persistent_covered,h_720_survival_count,h_720_survival_frequency,mean_control_frequency_numerator,mean_control_frequency_denominator,mean_control_frequency_decimal,target_minus_mean_control_frequency_numerator,target_minus_mean_control_frequency_denominator,target_minus_mean_control_frequency_decimal,rank_target_survival_frequency,rank_target_excess_above_control_mean,rank_target_deficit_below_control_mean
24,1,7,78128,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,205,169,113
25,1,8,390628,72,0.280155642023346303501945525292,1,0,0,0,62,0.241245136186770428015564202335,0,72,0.280155642023346303501945525292,0,72,0.280155642023346303501945525292,0,61,0.237354085603112840466926070039,195,1028,0.189688715953307392996108949416,93,1028,0.0904669260700389105058365758755,16,47,359
26,1,9,1953128,50,0.194552529182879377431906614786,1,0,0,0,49,0.190661478599221789883268482490,0,50,0.194552529182879377431906614786,1,0,0,0,57,0.221789883268482490272373540856,106,1028,0.103112840466926070038910505837,47,514,0.0914396887159533073929961089494,174,45,362
27,1,10,9765628,73,0.284046692607003891050583657588,0,62,0.241245136186770428015564202335,0,73,0.284046692607003891050583657588,0,73,0.284046692607003891050583657588,0,64,0.249027237354085603112840466926,0,61,0.237354085603112840466926070039,260,1028,0.252918287937743190661478599222,8,257,0.0311284046692607003891050583658,10,136,273
28,1,11,48828128,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,206,170,114
29,1,12,244140628,0,0,0,62,0.241245136186770428015564202335,0,70,0.272373540856031128404669260700,1,0,0,0,64,0.249027237354085603112840466926,0,72,0.280155642023346303501945525292,268,1028,0.260700389105058365758754863813,-67,257,-0.260700389105058365758754863813,207,397,10
30,1,13,1220703128,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,208,171,115
31,1,14,6103515628,66,0.256809338521400778210116731518,1,0,0,0,65,0.252918287937743190661478599222,0,66,0.256809338521400778210116731518,0,64,0.249027237354085603112840466926,0,71,0.276264591439688715953307392996,200,1028,0.194552529182879377431906614786,16,257,0.0622568093385214007782101167315,66,89,318
32,1,15,30517578128,59,0.229571984435797665369649805447,0,47,0.182879377431906614785992217899,0,50,0.194552529182879377431906614786,0,59,0.229571984435797665369649805447,1,0,0,0,52,0.202334630350194552529182879377,149,1028,0.144941634241245136186770428016,87,1028,0.0846303501945525291828793774319,137,55,353
33,1,16,152587890628,0,0,0,68,0.264591439688715953307392996109,1,0,0,1,0,0,0,69,0.268482490272373540856031128405,1,0,0,137,1028,0.133268482490272373540856031128,-137,1028,-0.133268482490272373540856031128,209,337,71
34,2,0,10,60,0.233463035019455252918287937743,0,72,0.280155642023346303501945525292,1,0,0,0,60,0.233463035019455252918287937743,0,64,0.249027237354085603112840466926,0,63,0.245136186770428015564202334630,199,1028,0.193579766536964980544747081712,41,1028,0.0398832684824902723735408560311,128,125,281
35,2,1,14,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,210,172,116
36,2,2,34,0,0,0,67,0.260700389105058365758754863813,0,69,0.268482490272373540856031128405,1,0,0,0,60,0.233463035019455252918287937743,0,67,0.260700389105058365758754863813,263,1028,0.255836575875486381322957198444,-263,1028,-0.255836575875486381322957198444,211,392,16
37,2,3,134,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,212,173,117
38,2,4,634,59,0.229571984435797665369649805447,0,62,0.241245136186770428015564202335,0,61,0.237354085603112840466926070039,0,59,0.229571984435797665369649805447,1,0,0,0,64,0.249027237354085603112840466926,187,1028,0.181906614785992217898832684825,49,1028,0.0476653696498054474708171206226,138,112,295
39,2,5,3134,54,0.210116731517509727626459143969,0,45,0.175097276264591439688715953307,1,0,0,0,54,0.210116731517509727626459143969,0,50,0.194552529182879377431906614786,1,0,0,95,1028,0.0924124513618677042801556420233,121,1028,0.117704280155642023346303501946,162,25,382
40,2,6,15634,71,0.276264591439688715953307392996,1,0,0,1,0,0,0,71,0.276264591439688715953307392996,0,66,0.256809338521400778210116731518,0,62,0.241245136186770428015564202335,128,1028,0.124513618677042801556420233463,39,257,0.151750972762645914396887159533,20,7,400
41,2,7,78134,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1028,0,0,1,0,213,174,118
