n,T
240000039336,71
240000039337,40
240000039338,33
240000039339,94
240000039340,36
240000039341,58
240000039342,70
240000039343,59
240000039344,29
240000039345,88
240000039346,70
240000039347,54
240000039348,82
240000039349,50
240000039350,77
240000039351,78
240000039352,70
240000039353,59
240000039354,80
240000039355,46
240000039356,71
240000039357,75
240000039358,38
240000039359,49
240000039360,84
240000039361,47
240000039362,26
240000039363,75
240000039364,37
240000039365,59
240000039366,76
240000039367,65
240000039368,44
240000039369,84
240000039370,63
240000039371,53
240000039372,98
240000039373,53
240000039374,73
240000039375,81
240000039376,61
240000039377,40
240000039378,95
240000039379,46
240000039380,67
240000039381,76
240000039382,30
240000039383,50
240000039384,64
240000039385,47
240000039386,36
240000039387,80
240000039388,27
240000039389,54
240000039390,81
240000039391,56
240000039392,41
240000039393,78
240000039394,68
240000039395,46
240000039396,93
240000039397,51
240000039398,66
240000039399,70
240000039400,77
240000039401,44
240000039402,72
240000039403,56
240000039404,70
240000039405,75
240000039406,33
240000039407,51
240000039408,72
240000039409,37
240000039410,53
240000039411,77
240000039412,51
240000039413,59
240000039414,94
240000039415,55
240000039416,38
240000039417,77
240000039418,61
240000039419,52
240000039420,91
240000039421,45
240000039422,80
240000039423,81
240000039424,70
240000039425,54
240000039426,89
240000039427,51
240000039428,79
240000039429,78
240000039430,48
240000039431,68
240000039432,84
240000039433,64
240000039434,39
240000039435,76
240000039436,37
240000039437,44
240000039438,84
240000039439,42
240000039440,36
240000039441,68
240000039442,61
240000039443,43
240000039444,85
240000039445,53
240000039446,72
240000039447,80
240000039448,64
240000039449,55
240000039450,71
240000039451,60
240000039452,76
240000039453,94
240000039454,36
240000039455,73
240000039456,76
240000039457,45
240000039458,36
240000039459,89
240000039460,43
240000039461,31
240000039462,76
240000039463,58
240000039464,34
240000039465,72
240000039466,65
240000039467,54
240000039468,88
240000039469,44
240000039470,59
240000039471,73
240000039472,75
240000039473,55
240000039474,79
240000039475,55
240000039476,65
240000039477,89
240000039478,40
240000039479,61
240000039480,88
240000039481,63
240000039482,43
240000039483,76
240000039484,32
240000039485,52
240000039486,92
240000039487,42
240000039488,43
240000039489,80
240000039490,68
240000039491,49
240000039492,93
240000039493,49
240000039494,72
240000039495,80
240000039496,54
240000039497,58
240000039498,77
240000039499,60
240000039500,58
240000039501,84
240000039502,50
240000039503,58
240000039504,77
240000039505,43
240000039506,31
240000039507,80
240000039508,38
240000039509,48
240000039510,89
240000039511,55
240000039512,46
240000039513,88
240000039514,55
240000039515,49
240000039516,74
240000039517,60
240000039518,66
240000039519,71
240000039520,55
240000039521,63
240000039522,83
240000039523,46
240000039524,66
240000039525,73
240000039526,45
240000039527,36
240000039528,76
240000039529,41
240000039530,44
240000039531,66
240000039532,51
240000039533,42
240000039534,85
240000039535,55
240000039536,53
240000039537,83
240000039538,54
240000039539,46
240000039540,87
240000039541,40
240000039542,74
240000039543,72
240000039544,51
240000039545,47
240000039546,75
240000039547,52
240000039548,75
240000039549,73
240000039550,32
240000039551,48
240000039552,67
240000039553,51
240000039554,41
240000039555,79
240000039556,42
240000039557,49
240000039558,75
240000039559,43
240000039560,29
240000039561,81
240000039562,63
240000039563,48
240000039564,67
240000039565,60
240000039566,66
240000039567,85
240000039568,61
240000039569,59
240000039570,67
240000039571,46
240000039572,67
240000039573,77
240000039574,48
240000039575,67
240000039576,94
240000039577,54
240000039578,33
240000039579,86
240000039580,41
240000039581,55
240000039582,86
240000039583,56
240000039584,40
240000039585,87
240000039586,65
240000039587,54
240000039588,86
240000039589,46
240000039590,65
240000039591,78
240000039592,69
240000039593,62
240000039594,99
240000039595,47
240000039596,67
240000039597,78
240000039598,56
240000039599,51
240000039600,72
240000039601,55
240000039602,33
240000039603,82
240000039604,36
240000039605,44
240000039606,95
240000039607,59
240000039608,40
240000039609,78
240000039610,72
240000039611,40
240000039612,88
240000039613,54
240000039614,69
240000039615,54
240000039616,65
240000039617,52
240000039618,80
240000039619,54
240000039620,64
240000039621,76
240000039622,34
240000039623,48
240000039624,66
240000039625,48
240000039626,44
240000039627,79
240000039628,43
240000039629,53
240000039630,98
240000039631,52
240000039632,42
240000039633,72
240000039634,75
240000039635,54
240000039636,93
240000039637,48
240000039638,69
240000039639,72
240000039640,62
240000039641,49
240000039642,86
240000039643,41
240000039644,79
240000039645,81
240000039646,29
240000039647,51
240000039648,79
240000039649,47
240000039650,48
240000039651,92
240000039652,32
240000039653,54
240000039654,104
240000039655,52
240000039656,54
240000039657,73
240000039658,62
240000039659,56
240000039660,88
240000039661,43
240000039662,74
240000039663,63
240000039664,58
240000039665,58
240000039666,64
240000039667,48
240000039668,71
240000039669,83
240000039670,35
240000039671,64
240000039672,72
240000039673,50
240000039674,36
240000039675,88
240000039676,46
240000039677,43
240000039678,86
240000039679,49
240000039680,40
240000039681,70
240000039682,56
240000039683,54
240000039684,83
240000039685,48
240000039686,75
240000039687,84
240000039688,57
240000039689,60
240000039690,82
240000039691,54
240000039692,72
240000039693,85
240000039694,39
240000039695,56
240000039696,80
240000039697,59
240000039698,44
240000039699,71
240000039700,37
240000039701,53
240000039702,91
240000039703,48
240000039704,41
240000039705,72
240000039706,75
240000039707,58
240000039708,99
240000039709,47
240000039710,75
240000039711,65
240000039712,63
240000039713,39
240000039714,76
240000039715,49
240000039716,49
240000039717,90
240000039718,47
240000039719,55
240000039720,61
240000039721,58
240000039722,32
240000039723,79
240000039724,26
240000039725,54
240000039726,82
240000039727,44
240000039728,37
240000039729,69
240000039730,70
240000039731,59
240000039732,83
240000039733,54
240000039734,80
240000039735,84
240000039736,53
240000039737,57
240000039738,73
240000039739,50
240000039740,53
240000039741,78
240000039742,40
240000039743,60
240000039744,75
240000039745,49
240000039746,37
240000039747,71
240000039748,40
240000039749,49
240000039750,94
240000039751,54
240000039752,48
240000039753,81
240000039754,58
240000039755,58
240000039756,91
240000039757,57
240000039758,71
240000039759,73
240000039760,68
240000039761,57
240000039762,75
240000039763,61
240000039764,63
240000039765,83
240000039766,46
240000039767,50
240000039768,80
240000039769,50
240000039770,33
240000039771,92
240000039772,40
240000039773,50
240000039774,91
240000039775,52
240000039776,26
240000039777,73
240000039778,63
240000039779,58
240000039780,86
240000039781,45
240000039782,64
240000039783,70
240000039784,62
240000039785,63
240000039786,82
240000039787,49
240000039788,68
240000039789,90
240000039790,38
240000039791,47
240000039792,84
240000039793,49
240000039794,28
240000039795,81
240000039796,34
240000039797,51
240000039798,76
240000039799,50
240000039800,34
240000039801,77
240000039802,58
240000039803,49
240000039804,95
240000039805,43
240000039806,78
240000039807,81
240000039808,64
240000039809,53
240000039810,86
240000039811,50
240000039812,71
240000039813,69
240000039814,39
240000039815,63
240000039816,85
240000039817,59
240000039818,50
240000039819,93
240000039820,37
240000039821,62
240000039822,92
240000039823,48
240000039824,35
240000039825,82
240000039826,60
240000039827,70
240000039828,93
240000039829,48
240000039830,69
240000039831,61
240000039832,55
240000039833,42
240000039834,72
240000039835,52
240000039836,61
240000039837,71
240000039838,34
240000039839,55
240000039840,70
240000039841,60
240000039842,32
240000039843,90
240000039844,33
240000039845,60
240000039846,81
240000039847,56
240000039848,30
240000039849,75
240000039850,60
240000039851,65
240000039852,87
240000039853,57
240000039854,77
240000039855,80
240000039856,61
240000039857,42
240000039858,73
240000039859,53
240000039860,76
240000039861,85
240000039862,39
240000039863,59
240000039864,88
240000039865,56
240000039866,34
240000039867,91
240000039868,33
240000039869,57
240000039870,85
240000039871,61
240000039872,40
240000039873,87
240000039874,79
240000039875,55
240000039876,84
240000039877,57
240000039878,77
240000039879,64
240000039880,55
240000039881,51
240000039882,80
240000039883,46
240000039884,67
240000039885,80
240000039886,38
240000039887,39
240000039888,67
240000039889,45
240000039890,42
240000039891,76
240000039892,36
240000039893,53
240000039894,81
240000039895,34
240000039896,53
240000039897,79
240000039898,68
240000039899,54
240000039900,80
240000039901,41
240000039902,67
240000039903,68
240000039904,56
240000039905,46
240000039906,85
240000039907,50
240000039908,65
240000039909,83
240000039910,33
240000039911,35
240000039912,79
240000039913,44
240000039914,40
240000039915,79
240000039916,47
240000039917,58
240000039918,87
240000039919,51
240000039920,38
240000039921,86
240000039922,67
240000039923,50
240000039924,85
240000039925,42
240000039926,66
240000039927,74
240000039928,72
240000039929,46
240000039930,89
240000039931,49
240000039932,66
240000039933,88
240000039934,35
240000039935,51
240000039936,67
240000039937,54
240000039938,23
240000039939,88
240000039940,42
240000039941,53
240000039942,81
240000039943,51
240000039944,32
240000039945,84
240000039946,60
240000039947,52
240000039948,88
240000039949,43
240000039950,60
240000039951,69
240000039952,63
240000039953,51
240000039954,80
240000039955,52
240000039956,64
240000039957,85
240000039958,33
240000039959,64
240000039960,64
240000039961,54
240000039962,25
240000039963,79
240000039964,44
240000039965,49
240000039966,93
240000039967,55
240000039968,42
240000039969,69
240000039970,58
240000039971,44
240000039972,98
240000039973,55
240000039974,72
240000039975,67
240000039976,59
240000039977,50
240000039978,83
240000039979,51
240000039980,58
240000039981,77
240000039982,34
240000039983,51
240000039984,81
240000039985,60
240000039986,37
240000039987,79
240000039988,33
240000039989,50
240000039990,89
240000039991,54
240000039992,33
240000039993,76
240000039994,67
240000039995,52
240000039996,79
240000039997,55
240000039998,79
240000039999,84
240000040000,51
240000040001,54
240000040002,78
240000040003,50
240000040004,68
240000040005,98
240000040006,43
240000040007,54
240000040008,69
240000040009,52
240000040010,30
240000040011,81
240000040012,36
240000040013,58
240000040014,77
240000040015,46
240000040016,54
240000040017,85
240000040018,61
240000040019,48
240000040020,89
240000040021,52
240000040022,74
240000040023,61
240000040024,55
240000040025,57
240000040026,80
240000040027,44
240000040028,90
240000040029,72
240000040030,35
240000040031,46
240000040032,88
240000040033,51
240000040034,36
240000040035,82
240000040036,36
240000040037,47
240000040038,84
240000040039,54
240000040040,33
240000040041,78
240000040042,60
240000040043,49
240000040044,87
240000040045,49
240000040046,74
240000040047,65
240000040048,61
240000040049,53
240000040050,75
240000040051,56
240000040052,82
240000040053,68
240000040054,32
240000040055,51
240000040056,73
240000040057,46
240000040058,40
240000040059,71
240000040060,38
240000040061,51
240000040062,77
240000040063,45
240000040064,32
240000040065,76
240000040066,57
240000040067,48
240000040068,84
240000040069,57
240000040070,68
240000040071,78
240000040072,53
240000040073,48
240000040074,77
240000040075,61
240000040076,84
240000040077,75
240000040078,38
240000040079,71
240000040080,82
240000040081,51
240000040082,51
240000040083,82
240000040084,52
240000040085,50
240000040086,92
240000040087,51
240000040088,41
240000040089,78
240000040090,74
240000040091,54
240000040092,88
240000040093,50
240000040094,81
240000040095,79
240000040096,62
240000040097,59
240000040098,83
240000040099,54
240000040100,74
240000040101,79
240000040102,41
240000040103,62
240000040104,81
240000040105,60
240000040106,47
240000040107,76
240000040108,41
240000040109,57
240000040110,78
240000040111,51
240000040112,39
240000040113,88
240000040114,56
240000040115,53
240000040116,90
240000040117,42
240000040118,59
240000040119,70
240000040120,65
240000040121,50
240000040122,67
240000040123,59
240000040124,71
240000040125,80
240000040126,38
240000040127,54
240000040128,71
240000040129,50
240000040130,40
240000040131,63
240000040132,46
240000040133,42
240000040134,83
240000040135,49
240000040136,37
240000040137,84
240000040138,76
240000040139,41
240000040140,90
240000040141,50
240000040142,87
240000040143,76
240000040144,66
240000040145,43
240000040146,84
240000040147,35
240000040148,82
240000040149,70
240000040150,38
240000040151,56
240000040152,77
240000040153,43
240000040154,38
240000040155,71
240000040156,53
240000040157,43
240000040158,84
240000040159,54
240000040160,51
240000040161,70
240000040162,77
240000040163,42
240000040164,88
240000040165,34
240000040166,80
240000040167,65
240000040168,57
240000040169,53
240000040170,79
240000040171,47
240000040172,67
240000040173,89
240000040174,36
240000040175,59
240000040176,74
240000040177,44
240000040178,39
240000040179,79
240000040180,40
240000040181,49
240000040182,71
240000040183,55
240000040184,36
240000040185,84
240000040186,57
240000040187,42
240000040188,96
240000040189,38
240000040190,72
240000040191,68
240000040192,76
240000040193,58
240000040194,70
240000040195,47
240000040196,73
240000040197,64
240000040198,40
240000040199,45
240000040200,76
240000040201,39
240000040202,30
240000040203,84
240000040204,45
240000040205,44
240000040206,77
240000040207,50
240000040208,30
240000040209,82
240000040210,60
240000040211,54
240000040212,96
240000040213,48
240000040214,80
240000040215,74
240000040216,69
240000040217,44
240000040218,94
240000040219,59
240000040220,63
240000040221,68
240000040222,38
240000040223,54
240000040224,75
240000040225,46
240000040226,41
240000040227,79
240000040228,31
240000040229,51
240000040230,88
240000040231,44
240000040232,45
240000040233,79
240000040234,59
240000040235,46
240000040236,91
240000040237,55
240000040238,65
240000040239,81
240000040240,65
240000040241,57
240000040242,71
240000040243,54
240000040244,58
240000040245,77
240000040246,33
240000040247,60
240000040248,72
240000040249,45
240000040250,27
240000040251,67
240000040252,42
240000040253,47
240000040254,90
240000040255,52
240000040256,41
240000040257,75
240000040258,76
240000040259,53
240000040260,77
240000040261,49
240000040262,66
240000040263,73
240000040264,67
240000040265,53
240000040266,82
240000040267,53
240000040268,66
240000040269,83
240000040270,42
240000040271,41
240000040272,73
240000040273,46
240000040274,43
240000040275,86
240000040276,29
240000040277,56
240000040278,78
240000040279,48
240000040280,35
240000040281,80
240000040282,63
240000040283,52
240000040284,85
240000040285,53
240000040286,66
240000040287,77
240000040288,62
240000040289,54
240000040290,70
240000040291,57
240000040292,76
240000040293,78
240000040294,35
240000040295,60
240000040296,81
240000040297,46
240000040298,41
240000040299,76
240000040300,35
240000040301,43
240000040302,98
240000040303,51
240000040304,48
240000040305,73
240000040306,63
240000040307,48
240000040308,78
240000040309,39
240000040310,72
240000040311,82
240000040312,63
240000040313,62
240000040314,79
240000040315,37
240000040316,68
240000040317,78
240000040318,44
240000040319,55
240000040320,71
240000040321,52
240000040322,49
240000040323,70
240000040324,39
240000040325,52
240000040326,89
240000040327,65
240000040328,47
240000040329,78
240000040330,57
240000040331,55
240000040332,65
240000040333,44
240000040334,71
240000040335,82
240000040336,59
240000040337,53
240000040338,70
240000040339,52
240000040340,70
240000040341,86
240000040342,42
240000040343,48
240000040344,74
240000040345,45
240000040346,39
240000040347,83
240000040348,36
240000040349,44
240000040350,75
240000040351,58
240000040352,40
240000040353,73
240000040354,59
240000040355,46
240000040356,85
240000040357,55
240000040358,82
240000040359,71
240000040360,80
240000040361,46
240000040362,74
240000040363,53
240000040364,67
240000040365,77
240000040366,40
240000040367,42
240000040368,86
240000040369,54
240000040370,29
240000040371,78
240000040372,41
240000040373,51
240000040374,86
240000040375,56
240000040376,41
240000040377,83
240000040378,72
240000040379,58
240000040380,84
240000040381,51
240000040382,78
240000040383,80
240000040384,61
240000040385,45
240000040386,75
240000040387,52
240000040388,69
240000040389,76
240000040390,44
240000040391,49
240000040392,73
240000040393,51
240000040394,40
240000040395,84
240000040396,35
240000040397,50
240000040398,92
240000040399,47
240000040400,36
240000040401,86
240000040402,81
240000040403,55
240000040404,82
240000040405,52
240000040406,60
240000040407,70
240000040408,65
240000040409,48
240000040410,79
240000040411,56
240000040412,74
240000040413,75
240000040414,45
240000040415,56
240000040416,80
240000040417,43
240000040418,41
240000040419,86
240000040420,45
240000040421,65
240000040422,78
240000040423,48
240000040424,26
240000040425,76
240000040426,64
240000040427,56
240000040428,92
240000040429,39
240000040430,68
240000040431,84
240000040432,65
240000040433,56
240000040434,104
240000040435,54
240000040436,71
240000040437,87
240000040438,35
240000040439,45
240000040440,83
240000040441,52
240000040442,29
240000040443,77
240000040444,42
240000040445,58
240000040446,75
240000040447,47
240000040448,32
240000040449,74
240000040450,48
240000040451,50
240000040452,79
240000040453,47
240000040454,68
240000040455,77
240000040456,75
240000040457,50
240000040458,76
240000040459,68
240000040460,59
240000040461,85
240000040462,24
240000040463,64
240000040464,60
240000040465,35
240000040466,30
240000040467,86
240000040468,44
240000040469,46
240000040470,79
240000040471,54
240000040472,41
240000040473,70
240000040474,68
240000040475,49
240000040476,103
240000040477,43
240000040478,75
240000040479,80
240000040480,62
240000040481,54
240000040482,79
240000040483,54
240000040484,69
240000040485,71
240000040486,42
240000040487,60
240000040488,68
240000040489,64
240000040490,38
240000040491,96
240000040492,37
240000040493,57
240000040494,86
240000040495,60
240000040496,34
240000040497,73
240000040498,73
240000040499,55
240000040500,87
240000040501,41
240000040502,71
240000040503,94
240000040504,56
240000040505,55
240000040506,79
240000040507,46
240000040508,68
240000040509,89
240000040510,39
240000040511,63
240000040512,84
240000040513,54
240000040514,37
240000040515,70
240000040516,41
240000040517,58
240000040518,81
240000040519,42
240000040520,49
240000040521,77
240000040522,80
240000040523,47
240000040524,69
240000040525,43
240000040526,75
240000040527,81
240000040528,64
240000040529,60
240000040530,68
240000040531,56
240000040532,61
240000040533,92
240000040534,45
240000040535,39
240000040536,86
240000040537,51
240000040538,40
240000040539,87
240000040540,48
240000040541,48
240000040542,83
240000040543,44
240000040544,50
240000040545,87
240000040546,77
240000040547,49
240000040548,85
240000040549,49
240000040550,65
240000040551,71
240000040552,68
240000040553,49
240000040554,72
240000040555,58
240000040556,75
240000040557,75
240000040558,31
240000040559,36
240000040560,68
240000040561,38
240000040562,45
240000040563,68
240000040564,47
240000040565,57
240000040566,95
240000040567,55
240000040568,39
240000040569,76
240000040570,63
240000040571,52
240000040572,73
240000040573,51
240000040574,70
240000040575,79
240000040576,52
240000040577,49
240000040578,80
240000040579,47
240000040580,67
240000040581,75
240000040582,42
240000040583,70
240000040584,74
240000040585,43
240000040586,27
240000040587,72
240000040588,39
240000040589,50
240000040590,80
240000040591,56
240000040592,37
240000040593,94
240000040594,63
240000040595,54
240000040596,79
240000040597,36
240000040598,73
240000040599,77
240000040600,67
240000040601,43
240000040602,89
240000040603,48
240000040604,63
240000040605,71
240000040606,44
240000040607,42
240000040608,85
240000040609,56
240000040610,34
240000040611,81
240000040612,35
240000040613,51
240000040614,85
240000040615,52
240000040616,37
240000040617,78
240000040618,70
240000040619,42
240000040620,85
240000040621,56
240000040622,71
240000040623,67
240000040624,67
240000040625,51
240000040626,81
240000040627,52
240000040628,64
240000040629,79
240000040630,33
240000040631,46
240000040632,78
240000040633,63
240000040634,40
240000040635,62
240000040636,36
240000040637,47
240000040638,87
240000040639,40
240000040640,33
240000040641,83
240000040642,65
240000040643,51
240000040644,87
240000040645,44
240000040646,71
240000040647,75
240000040648,62
240000040649,50
240000040650,69
240000040651,38
240000040652,67
240000040653,70
240000040654,36
240000040655,51
240000040656,79
240000040657,46
240000040658,29
240000040659,79
240000040660,28
240000040661,52
240000040662,97
240000040663,53
240000040664,43
240000040665,71
240000040666,61
240000040667,52
240000040668,80
240000040669,46
240000040670,69
240000040671,83
240000040672,56
240000040673,55
240000040674,76
240000040675,45
240000040676,75
240000040677,86
240000040678,34
240000040679,50
240000040680,80
240000040681,50
240000040682,33
240000040683,80
240000040684,33
240000040685,41
240000040686,66
240000040687,62
240000040688,44
240000040689,78
240000040690,59
240000040691,53
240000040692,78
240000040693,54
240000040694,61
240000040695,74
240000040696,59
240000040697,60
240000040698,84
240000040699,47
240000040700,73
240000040701,85
240000040702,31
240000040703,48
240000040704,68
240000040705,46
240000040706,35
240000040707,73
240000040708,34
240000040709,61
240000040710,85
240000040711,53
240000040712,35
240000040713,80
240000040714,77
240000040715,55
240000040716,88
240000040717,45
240000040718,75
240000040719,85
240000040720,64
240000040721,52
240000040722,78
240000040723,58
240000040724,59
240000040725,77
240000040726,34
240000040727,61
240000040728,54
240000040729,56
240000040730,40
240000040731,76
240000040732,46
240000040733,58
240000040734,88
240000040735,41
240000040736,41
240000040737,77
240000040738,74
240000040739,58
240000040740,87
240000040741,45
240000040742,68
240000040743,82
240000040744,64
240000040745,63
240000040746,81
240000040747,52
240000040748,62
240000040749,85
240000040750,38
240000040751,48
240000040752,68
240000040753,61
240000040754,36
240000040755,72
240000040756,49
240000040757,53
240000040758,79
240000040759,45
240000040760,42
240000040761,68
240000040762,69
240000040763,51
240000040764,99
240000040765,44
240000040766,65
240000040767,83
240000040768,61
240000040769,46
240000040770,75
240000040771,49
240000040772,64
240000040773,82
240000040774,27
240000040775,55
240000040776,79
240000040777,42
240000040778,39
240000040779,67
240000040780,40
240000040781,42
240000040782,89
240000040783,57
240000040784,38
240000040785,75
240000040786,72
240000040787,59
240000040788,83
240000040789,45
240000040790,66
240000040791,78
240000040792,54
240000040793,49
240000040794,72
240000040795,45
240000040796,62
240000040797,80
240000040798,35
240000040799,45
240000040800,81
240000040801,50
240000040802,30
240000040803,67
240000040804,51
240000040805,39
240000040806,85
240000040807,61
240000040808,54
240000040809,84
240000040810,72
240000040811,55
240000040812,101
240000040813,40
240000040814,67
240000040815,66
240000040816,68
240000040817,48
240000040818,91
240000040819,59
240000040820,60
240000040821,84
240000040822,40
240000040823,58
240000040824,80
240000040825,55
240000040826,37
240000040827,90
240000040828,40
240000040829,52
240000040830,86
240000040831,64
240000040832,49
240000040833,88
240000040834,59
240000040835,51
240000040836,84
240000040837,33
240000040838,59
240000040839,93
240000040840,54
240000040841,50
240000040842,68
240000040843,54
240000040844,71
240000040845,76
240000040846,26
240000040847,49
240000040848,78
240000040849,51
240000040850,32
240000040851,71
240000040852,44
240000040853,60
240000040854,68
240000040855,47
240000040856,42
240000040857,86
240000040858,66
240000040859,55
240000040860,79
240000040861,47
240000040862,80
240000040863,85
240000040864,65
240000040865,54
240000040866,81
240000040867,55
240000040868,78
240000040869,68
240000040870,43
240000040871,50
240000040872,74
240000040873,47
240000040874,37
240000040875,75
240000040876,34
240000040877,57
240000040878,72
240000040879,54
240000040880,45
240000040881,73
240000040882,70
240000040883,50
240000040884,86
240000040885,55
240000040886,77
240000040887,65
240000040888,70
240000040889,48
240000040890,69
240000040891,41
240000040892,64
240000040893,76
240000040894,43
240000040895,41
240000040896,80
240000040897,52
240000040898,34
240000040899,89
240000040900,33
240000040901,56
240000040902,84
240000040903,40
240000040904,55
240000040905,89
240000040906,64
240000040907,65
240000040908,84
240000040909,54
240000040910,56
240000040911,87
240000040912,62
240000040913,40
240000040914,74
240000040915,48
240000040916,66
240000040917,81
240000040918,48
240000040919,63
240000040920,79
240000040921,41
240000040922,46
240000040923,64
240000040924,43
240000040925,49
240000040926,78
240000040927,54
240000040928,34
240000040929,78
240000040930,66
240000040931,59
240000040932,91
240000040933,56
240000040934,71
240000040935,87
240000040936,69
240000040937,55
240000040938,86
240000040939,60
240000040940,79
240000040941,77
240000040942,32
240000040943,57
240000040944,79
240000040945,57
240000040946,33
240000040947,88
240000040948,39
240000040949,54
240000040950,71
240000040951,58
240000040952,41
240000040953,72
240000040954,67
240000040955,48
240000040956,94
240000040957,44
240000040958,68
240000040959,74
240000040960,70
240000040961,51
240000040962,96
240000040963,55
240000040964,69
240000040965,87
240000040966,28
240000040967,53
240000040968,70
240000040969,56
240000040970,40
240000040971,75
240000040972,46
240000040973,53
240000040974,94
240000040975,58
240000040976,44
240000040977,83
240000040978,73
240000040979,53
240000040980,88
240000040981,51
240000040982,65
240000040983,76
240000040984,71
240000040985,54
240000040986,77
240000040987,47
240000040988,69
240000040989,75
240000040990,51
240000040991,42
240000040992,72
240000040993,52
240000040994,44
240000040995,91
240000040996,40
240000040997,55
240000040998,84
240000040999,51
240000041000,42
240000041001,73
240000041002,65
240000041003,59
240000041004,86
240000041005,48
240000041006,72
240000041007,71
240000041008,60
240000041009,47
240000041010,76
240000041011,52
240000041012,71
240000041013,77
240000041014,48
240000041015,54
240000041016,66
240000041017,55
240000041018,37
240000041019,72
240000041020,42
240000041021,56
240000041022,76
240000041023,53
240000041024,44
240000041025,90
240000041026,62
240000041027,39
240000041028,87
240000041029,48
240000041030,75
240000041031,76
240000041032,62
240000041033,46
240000041034,73
240000041035,55
240000041036,65
240000041037,88
240000041038,33
240000041039,53
240000041040,85
240000041041,45
240000041042,44
240000041043,75
240000041044,45
240000041045,37
240000041046,77
240000041047,52
240000041048,41
240000041049,64
240000041050,77
240000041051,56
240000041052,83
240000041053,50
240000041054,81
240000041055,74
240000041056,61
240000041057,46
240000041058,72
240000041059,52
240000041060,60
240000041061,78
240000041062,40
240000041063,37
240000041064,61
240000041065,45
240000041066,36
240000041067,65
240000041068,31
240000041069,45
240000041070,76
240000041071,49
240000041072,33
240000041073,77
240000041074,66
240000041075,65
240000041076,92
240000041077,61
240000041078,57
240000041079,82
240000041080,71
240000041081,54
240000041082,75
240000041083,64
240000041084,58
240000041085,75
240000041086,36
240000041087,59
240000041088,70
240000041089,42
240000041090,33
240000041091,81
240000041092,46
240000041093,58
240000041094,99
240000041095,61
240000041096,38
240000041097,73
240000041098,80
240000041099,54
240000041100,87
240000041101,47
240000041102,64
240000041103,95
240000041104,72
240000041105,65
240000041106,93
240000041107,55
240000041108,68
240000041109,85
240000041110,38
240000041111,60
240000041112,75
240000041113,63
240000041114,50
240000041115,76
240000041116,37
240000041117,59
240000041118,83
240000041119,42
240000041120,32
240000041121,80
240000041122,64
240000041123,52
240000041124,88
240000041125,48
240000041126,65
240000041127,96
240000041128,65
240000041129,63
240000041130,77
240000041131,63
240000041132,78
240000041133,84
240000041134,41
240000041135,55
240000041136,75
240000041137,55
240000041138,39
240000041139,75
240000041140,37
240000041141,49
240000041142,71
240000041143,52
240000041144,26
240000041145,82
240000041146,71
240000041147,60
240000041148,79
240000041149,59
240000041150,65
240000041151,69
240000041152,59
240000041153,46
240000041154,79
240000041155,39
240000041156,65
240000041157,75
240000041158,33
240000041159,51
240000041160,86
240000041161,51
240000041162,37
240000041163,72
240000041164,35
240000041165,49
240000041166,81
240000041167,49
240000041168,39
240000041169,74
240000041170,55
240000041171,57
240000041172,82
240000041173,45
240000041174,68
240000041175,75
240000041176,61
240000041177,53
240000041178,72
240000041179,56
240000041180,63
240000041181,83
240000041182,40
240000041183,50
240000041184,73
240000041185,44
240000041186,35
240000041187,74
240000041188,35
240000041189,35
240000041190,60
240000041191,51
240000041192,26
240000041193,101
240000041194,62
240000041195,49
240000041196,87
240000041197,54
240000041198,75
240000041199,82
240000041200,68
240000041201,41
240000041202,88
240000041203,47
240000041204,77
240000041205,80
240000041206,35
240000041207,48
240000041208,79
240000041209,50
240000041210,32
240000041211,79
240000041212,45
240000041213,51
240000041214,75
240000041215,74
240000041216,43
240000041217,79
240000041218,77
240000041219,45
240000041220,82
240000041221,49
240000041222,77
240000041223,80
240000041224,72
240000041225,42
240000041226,86
240000041227,50
240000041228,58
240000041229,86
240000041230,46
240000041231,55
240000041232,60
240000041233,47
240000041234,30
240000041235,72
240000041236,38
240000041237,59
240000041238,94
240000041239,44
240000041240,42
240000041241,84
240000041242,69
240000041243,44
240000041244,88
240000041245,56
240000041246,68
240000041247,71
240000041248,60
240000041249,64
240000041250,71
240000041251,53
240000041252,62
240000041253,92
240000041254,31
240000041255,39
240000041256,77
240000041257,49
240000041258,33
240000041259,85
240000041260,45
240000041261,55
240000041262,87
240000041263,47
240000041264,37
240000041265,70
240000041266,56
240000041267,55
240000041268,92
240000041269,36
240000041270,81
240000041271,75
240000041272,62
240000041273,54
240000041274,86
240000041275,51
240000041276,72
240000041277,86
240000041278,35
240000041279,39
240000041280,79
240000041281,52
240000041282,48
240000041283,75
240000041284,40
240000041285,51
240000041286,76
240000041287,47
240000041288,36
240000041289,65
240000041290,66
240000041291,46
240000041292,104
240000041293,58
240000041294,76
240000041295,79
240000041296,60
240000041297,58
240000041298,84
240000041299,53
240000041300,56
240000041301,84
240000041302,33
240000041303,56
240000041304,65
240000041305,50
240000041306,30
240000041307,59
240000041308,44
240000041309,47
240000041310,89
240000041311,52
240000041312,38
240000041313,66
240000041314,68
240000041315,42
240000041316,82
240000041317,43
240000041318,73
240000041319,82
240000041320,61
240000041321,56
240000041322,88
240000041323,40
240000041324,66
240000041325,82
240000041326,39
240000041327,52
240000041328,83
240000041329,55
240000041330,32
240000041331,80
240000041332,31
240000041333,50
240000041334,90
