n,T
240000074568,85
240000074569,56
240000074570,36
240000074571,78
240000074572,45
240000074573,48
240000074574,87
240000074575,53
240000074576,45
240000074577,77
240000074578,72
240000074579,45
240000074580,95
240000074581,56
240000074582,74
240000074583,75
240000074584,59
240000074585,63
240000074586,75
240000074587,49
240000074588,61
240000074589,92
240000074590,50
240000074591,55
240000074592,81
240000074593,54
240000074594,43
240000074595,65
240000074596,40
240000074597,45
240000074598,93
240000074599,52
240000074600,49
240000074601,77
240000074602,49
240000074603,58
240000074604,87
240000074605,45
240000074606,57
240000074607,79
240000074608,61
240000074609,58
240000074610,65
240000074611,61
240000074612,65
240000074613,93
240000074614,39
240000074615,59
240000074616,83
240000074617,47
240000074618,34
240000074619,78
240000074620,33
240000074621,52
240000074622,66
240000074623,47
240000074624,23
240000074625,86
240000074626,62
240000074627,54
240000074628,73
240000074629,56
240000074630,67
240000074631,81
240000074632,52
240000074633,67
240000074634,81
240000074635,48
240000074636,81
240000074637,76
240000074638,34
240000074639,48
240000074640,80
240000074641,47
240000074642,34
240000074643,72
240000074644,46
240000074645,67
240000074646,93
240000074647,66
240000074648,48
240000074649,74
240000074650,69
240000074651,43
240000074652,81
240000074653,48
240000074654,69
240000074655,85
240000074656,67
240000074657,63
240000074658,74
240000074659,54
240000074660,70
240000074661,75
240000074662,38
240000074663,48
240000074664,79
240000074665,58
240000074666,39
240000074667,84
240000074668,43
240000074669,61
240000074670,88
240000074671,49
240000074672,40
240000074673,87
240000074674,67
240000074675,58
240000074676,86
240000074677,52
240000074678,71
240000074679,88
240000074680,64
240000074681,58
240000074682,86
240000074683,47
240000074684,65
240000074685,74
240000074686,49
240000074687,55
240000074688,106
240000074689,47
240000074690,52
240000074691,75
240000074692,50
240000074693,56
240000074694,70
240000074695,56
240000074696,47
240000074697,75
240000074698,61
240000074699,63
240000074700,78
240000074701,46
240000074702,72
240000074703,76
240000074704,70
240000074705,44
240000074706,91
240000074707,54
240000074708,76
240000074709,78
240000074710,43
240000074711,65
240000074712,80
240000074713,49
240000074714,43
240000074715,86
240000074716,43
240000074717,52
240000074718,76
240000074719,60
240000074720,36
240000074721,90
240000074722,64
240000074723,50
240000074724,85
240000074725,46
240000074726,81
240000074727,94
240000074728,62
240000074729,54
240000074730,78
240000074731,55
240000074732,74
240000074733,92
240000074734,25
240000074735,60
240000074736,80
240000074737,47
240000074738,30
240000074739,80
240000074740,38
240000074741,50
240000074742,86
240000074743,49
240000074744,37
240000074745,69
240000074746,62
240000074747,57
240000074748,87
240000074749,46
240000074750,67
240000074751,69
240000074752,73
240000074753,58
240000074754,79
240000074755,44
240000074756,67
240000074757,91
240000074758,42
240000074759,53
240000074760,86
240000074761,50
240000074762,39
240000074763,80
240000074764,39
240000074765,66
240000074766,92
240000074767,52
240000074768,36
240000074769,70
240000074770,70
240000074771,59
240000074772,77
240000074773,46
240000074774,66
240000074775,77
240000074776,74
240000074777,54
240000074778,65
240000074779,45
240000074780,69
240000074781,76
240000074782,34
240000074783,57
240000074784,71
240000074785,45
240000074786,36
240000074787,86
240000074788,43
240000074789,49
240000074790,79
240000074791,51
240000074792,39
240000074793,77
240000074794,51
240000074795,41
240000074796,85
240000074797,47
240000074798,82
240000074799,86
240000074800,57
240000074801,54
240000074802,84
240000074803,51
240000074804,70
240000074805,71
240000074806,40
240000074807,57
240000074808,71
240000074809,59
240000074810,52
240000074811,78
240000074812,41
240000074813,44
240000074814,93
240000074815,58
240000074816,46
240000074817,86
240000074818,75
240000074819,58
240000074820,103
240000074821,55
240000074822,73
240000074823,86
240000074824,67
240000074825,48
240000074826,68
240000074827,54
240000074828,64
240000074829,80
240000074830,36
240000074831,51
240000074832,79
240000074833,61
240000074834,31
240000074835,77
240000074836,41
240000074837,43
240000074838,83
240000074839,49
240000074840,32
240000074841,81
240000074842,78
240000074843,63
240000074844,88
240000074845,53
240000074846,58
240000074847,84
240000074848,65
240000074849,54
240000074850,79
240000074851,57
240000074852,51
240000074853,77
240000074854,39
240000074855,52
240000074856,85
240000074857,44
240000074858,33
240000074859,78
240000074860,48
240000074861,47
240000074862,89
240000074863,44
240000074864,51
240000074865,78
240000074866,73
240000074867,43
240000074868,86
240000074869,50
240000074870,66
240000074871,81
240000074872,56
240000074873,59
240000074874,81
240000074875,52
240000074876,72
240000074877,86
240000074878,36
240000074879,52
240000074880,89
240000074881,52
240000074882,35
240000074883,77
240000074884,36
240000074885,52
240000074886,104
240000074887,43
240000074888,43
240000074889,80
240000074890,70
240000074891,53
240000074892,81
240000074893,49
240000074894,78
240000074895,90
240000074896,51
240000074897,57
240000074898,86
240000074899,52
240000074900,72
240000074901,81
240000074902,35
240000074903,44
240000074904,78
240000074905,55
240000074906,37
240000074907,67
240000074908,31
240000074909,53
240000074910,77
240000074911,44
240000074912,42
240000074913,77
240000074914,64
240000074915,37
240000074916,82
240000074917,52
240000074918,80
240000074919,79
240000074920,74
240000074921,56
240000074922,91
240000074923,48
240000074924,75
240000074925,68
240000074926,38
240000074927,58
240000074928,89
240000074929,46
240000074930,40
240000074931,87
240000074932,35
240000074933,46
240000074934,85
240000074935,49
240000074936,41
240000074937,80
240000074938,66
240000074939,52
240000074940,76
240000074941,48
240000074942,84
240000074943,68
240000074944,56
240000074945,49
240000074946,76
240000074947,51
240000074948,63
240000074949,80
240000074950,46
240000074951,57
240000074952,79
240000074953,52
240000074954,37
240000074955,79
240000074956,38
240000074957,52
240000074958,64
240000074959,56
240000074960,39
240000074961,83
240000074962,59
240000074963,61
240000074964,77
240000074965,53
240000074966,68
240000074967,77
240000074968,66
240000074969,51
240000074970,76
240000074971,56
240000074972,74
240000074973,77
240000074974,42
240000074975,51
240000074976,79
240000074977,37
240000074978,39
240000074979,79
240000074980,38
240000074981,59
240000074982,75
240000074983,59
240000074984,32
240000074985,86
240000074986,65
240000074987,49
240000074988,91
240000074989,50
240000074990,73
240000074991,70
240000074992,55
240000074993,48
240000074994,76
240000074995,57
240000074996,68
240000074997,86
240000074998,37
240000074999,59
240000075000,79
240000075001,60
240000075002,26
240000075003,70
240000075004,39
240000075005,58
240000075006,79
240000075007,50
240000075008,44
240000075009,62
240000075010,56
240000075011,39
240000075012,93
240000075013,49
240000075014,71
240000075015,81
240000075016,61
240000075017,53
240000075018,79
240000075019,50
240000075020,70
240000075021,83
240000075022,31
240000075023,59
240000075024,61
240000075025,31
240000075026,39
240000075027,79
240000075028,42
240000075029,50
240000075030,92
240000075031,49
240000075032,42
240000075033,88
240000075034,62
240000075035,51
240000075036,84
240000075037,41
240000075038,66
240000075039,72
240000075040,73
240000075041,48
240000075042,93
240000075043,55
240000075044,66
240000075045,80
240000075046,36
240000075047,50
240000075048,67
240000075049,54
240000075050,42
240000075051,91
240000075052,38
240000075053,53
240000075054,74
240000075055,54
240000075056,29
240000075057,79
240000075058,57
240000075059,55
240000075060,89
240000075061,51
240000075062,82
240000075063,71
240000075064,54
240000075065,47
240000075066,73
240000075067,61
240000075068,71
240000075069,79
240000075070,37
240000075071,63
240000075072,71
240000075073,62
240000075074,39
240000075075,78
240000075076,42
240000075077,40
240000075078,93
240000075079,43
240000075080,42
240000075081,78
240000075082,74
240000075083,36
240000075084,103
240000075085,45
240000075086,82
240000075087,85
240000075088,69
240000075089,60
240000075090,69
240000075091,42
240000075092,65
240000075093,76
240000075094,33
240000075095,63
240000075096,79
240000075097,43
240000075098,32
240000075099,75
240000075100,30
240000075101,62
240000075102,78
240000075103,65
240000075104,30
240000075105,75
240000075106,60
240000075107,54
240000075108,82
240000075109,38
240000075110,60
240000075111,71
240000075112,58
240000075113,46
240000075114,68
240000075115,51
240000075116,63
240000075117,91
240000075118,41
240000075119,54
240000075120,71
240000075121,38
240000075122,34
240000075123,82
240000075124,29
240000075125,61
240000075126,62
240000075127,45
240000075128,47
240000075129,81
240000075130,53
240000075131,61
240000075132,76
240000075133,55
240000075134,69
240000075135,79
240000075136,70
240000075137,54
240000075138,76
240000075139,62
240000075140,69
240000075141,83
240000075142,35
240000075143,58
240000075144,76
240000075145,39
240000075146,32
240000075147,77
240000075148,44
240000075149,60
240000075150,89
240000075151,62
240000075152,44
240000075153,98
240000075154,75
240000075155,64
240000075156,83
240000075157,49
240000075158,71
240000075159,84
240000075160,60
240000075161,55
240000075162,89
240000075163,41
240000075164,63
240000075165,84
240000075166,31
240000075167,47
240000075168,74
240000075169,37
240000075170,40
240000075171,72
240000075172,50
240000075173,48
240000075174,85
240000075175,46
240000075176,53
240000075177,88
240000075178,74
240000075179,63
240000075180,86
240000075181,53
240000075182,66
240000075183,79
240000075184,70
240000075185,58
240000075186,78
240000075187,48
240000075188,64
240000075189,80
240000075190,37
240000075191,50
240000075192,76
240000075193,50
240000075194,28
240000075195,80
240000075196,49
240000075197,59
240000075198,75
240000075199,46
240000075200,30
240000075201,84
240000075202,61
240000075203,56
240000075204,88
240000075205,52
240000075206,67
240000075207,76
240000075208,66
240000075209,49
240000075210,79
240000075211,57
240000075212,70
240000075213,71
240000075214,39
240000075215,51
240000075216,83
240000075217,48
240000075218,35
240000075219,84
240000075220,35
240000075221,57
240000075222,93
240000075223,48
240000075224,41
240000075225,75
240000075226,53
240000075227,53
240000075228,84
240000075229,45
240000075230,73
240000075231,73
240000075232,70
240000075233,47
240000075234,73
240000075235,60
240000075236,66
240000075237,80
240000075238,38
240000075239,55
240000075240,72
240000075241,45
240000075242,39
240000075243,68
240000075244,46
240000075245,42
240000075246,82
240000075247,45
240000075248,43
240000075249,96
240000075250,68
240000075251,46
240000075252,77
240000075253,37
240000075254,75
240000075255,69
240000075256,71
240000075257,58
240000075258,82
240000075259,49
240000075260,83
240000075261,71
240000075262,25
240000075263,54
240000075264,74
240000075265,50
240000075266,39
240000075267,84
240000075268,34
240000075269,48
240000075270,74
240000075271,60
240000075272,37
240000075273,70
240000075274,59
240000075275,46
240000075276,96
240000075277,54
240000075278,74
240000075279,70
240000075280,58
240000075281,51
240000075282,88
240000075283,51
240000075284,72
240000075285,74
240000075286,28
240000075287,58
240000075288,65
240000075289,55
240000075290,41
240000075291,86
240000075292,31
240000075293,63
240000075294,69
240000075295,54
240000075296,51
240000075297,81
240000075298,57
240000075299,44
240000075300,92
240000075301,46
240000075302,85
240000075303,73
240000075304,75
240000075305,57
240000075306,78
240000075307,42
240000075308,72
240000075309,83
240000075310,45
240000075311,47
240000075312,72
240000075313,60
240000075314,39
240000075315,85
240000075316,44
240000075317,57
240000075318,65
240000075319,50
240000075320,48
240000075321,75
240000075322,62
240000075323,50
240000075324,80
240000075325,50
240000075326,77
240000075327,78
240000075328,57
240000075329,56
240000075330,79
240000075331,53
240000075332,63
240000075333,79
240000075334,43
240000075335,55
240000075336,63
240000075337,46
240000075338,37
240000075339,75
240000075340,35
240000075341,67
240000075342,87
240000075343,49
240000075344,46
240000075345,66
240000075346,67
240000075347,60
240000075348,90
240000075349,55
240000075350,68
240000075351,80
240000075352,63
240000075353,53
240000075354,74
240000075355,46
240000075356,62
240000075357,70
240000075358,39
240000075359,69
240000075360,77
240000075361,41
240000075362,43
240000075363,77
240000075364,41
240000075365,58
240000075366,81
240000075367,50
240000075368,45
240000075369,89
240000075370,80
240000075371,65
240000075372,92
240000075373,56
240000075374,76
240000075375,79
240000075376,68
240000075377,57
240000075378,91
240000075379,44
240000075380,67
